"#OTU ID"	"taxonomy"
"2afd7dac868fe692bf9d3512d6b28894"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Unclassified"
"35c602acbffb31c4a8dbd9708c994339"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;niacini"
"140c560d2e03d4f0a8e8de87d91b5a01"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;psychrosaccharolyticus"
"523202041e4376d7ec867b9f519d0fa3"	"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;multivorum"
"bc86ab29fa74a3770e3786459ba0fdf0"	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Rothia;nasimurium"
"3f728ab0dba606548f0ffae0e47c81d8"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Unclassified"
"eeb409f0516cb33d8ac969eec5c02ce4"	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 12;Unclassified"
"4da0552c7c38772057e8bea4002a6c12"	"Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Negativicoccus;massiliensis"
"234e6e063e65c61861259d2715a33b30"	"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Dietziaceae;Dietzia;Unclassified"
"904a43ca33590025f09fa203af1c40c1"	"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia;terrae"
"9fc1b4833607b31eb2309f403fccd0ac"	"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;tuberculostearicum"
"83d6bfc2727c13eab8390915d59a93b0"	"Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;Pullulanibacillus;Unclassified"
"38b04921060ffcfcc9e1c2b6c18a5cdd"	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Solibacillus;Unclassified"
"fb9356895d53855a11161a90aae5cbaf"	"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Lawsonella;Unclassified"
"958586efe2fa86a227ae9db49e5e0467"	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;Unclassified"
"b9ed58f2965de29a64e7005f4cb5fd50"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Unclassified"
"83499e7ace73598a2697f9a8f9378aa9"	"Bacteria;Firmicutes;Bacilli;Staphylococcales;Gemellaceae;Gemella;palaticanis"
"c3fb07f82048f19d3af45720cb9b38ae"	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;Unclassified"
"a46589fe6733d1870c326df02dde95b0"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Unclassified;Unclassified"
"875840352cf301618a2e4d232799a764"	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;lwoffii"
"158f617bd167e993e96a03e75eb3ae4b"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidales RF16 group;Unclassified;Unclassified"
"86055c786cc269b449275ec8249c37ef"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;asahii"
"145eda1901c74c5e3100547058d36118"	"Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;epidermidis"
"8522b7d39f8a249516da205c672de831"	"Bacteria;Firmicutes;Bacilli;Staphylococcales;Gemellaceae;Gemella;Unclassified"
"58804ab3382e62bbd12409eb4735d2c4"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium-Methylorubrum;brachiatum"
"c4084eaee832f919b09879c278175f21"	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Psychrobacillus;psychrodurans"
"fd83a6189c0614a259619ce4fd21b5a4"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium-Methylorubrum;oryzae"
"f67264b4247ffcb994408fab37940677"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;longiquaesitum"
"d0db1cbc66af997113f7cbf4a1b88e62"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Unclassified"
"7d8db0a31378072547bfb6c0de1f975d"	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina;Unclassified"
"5f7501c55b940c14d5909610b6af9e5c"	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Unclassified;Unclassified"
"d3bbbf8a9a9967147ae20dc02343bfa9"	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;paucimobilis"
"ef89a54cc43ca4e47bbeab6adf647855"	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Rummeliibacillus;Unclassified"
